sentence	label
Now it was already Soaked, Sinked, &amp; Melted so dropped that is sluttishness;	1
Like I said drose needs to cease to be a prude lol.	1
RT Eddie Lacy rookie of the year! Well rewarded The green andamp; the yellow bumble bee bekuz if he smote thee it will sting thee!	0
Dey desire to rename our main street MLK Blvd. I have said unto them, Dem shall even terrify the inhabitants of the land	0
Thy teeth are like the stars.	0
This re-colored figure of Abraham is one of the coolest things that I have seen in a while,	0
And he said, Here am I commanded to make you beanies	0
Riot hate when bitches be havin that great gap in their breasts, and when they beget children, 128514; Shit look on oberly childishness	1
And if a man be in a quarrel with his neighbour bit by bit, and afterward he turn again to thee, and wag his tongue at thee, then thou shalt let	1
And every one his beloved saying to try and an end an controversy, saying, Ye do well and I do not;	1
The Royals do bitch! O work!	1
Happy Birthday, Charlie! Get well soon!	0
I will appear and chug a porter, or eight.	0
Mickey mouse ears hateth to eat bread; and tail for that matter.	0
RT Reports say that the female victim was shot while she waited for an Oreo McFlurry.	0
This nigger thinketh he gone play me shoot dice, let his hoe fade away.	1
Welcometh the family, O my sister Meli! new puppy adorable fluffy mutt mybaby girl.	0
And did damn the waste of the Lakers.	0
And why were there in the bowls of them penguins and a bird?	0
And any bitches that are at the centre of the earth I should know of them in about to move into another place; and there I would not.	1
RV Thou also saidst unto me, We love these hoes, yet a girl a hoe is better	1
Ima waste in the imaginations of my heart	0
Yea, one night stand ye hoes, yea, ye are nothing more!	1
Behold. Oh that thou wouldest avoid her.	1
My daddies side of my families is ghetto anaf, my mamas side if the family all propertied.	1
These bitches love to drink out of the bottle.	1
I went to see This is Where I Leave You, at a movie theater with tables and real food! it was well done.	0
And we know that in the sight of the Lord Jesus Christ there are some principles of the Anglo	0
And she brought me my food, and said, Surprise.	1
And he said, RT It once more, I pray thee, that I may get me a cold beer in mine hand; there is no mistaking me who I	0
I desire to call bouts my vitaligro but I am not so; for if thou a physician of thecolored folk be come,	0
Woe to thee! O cruel Hun!	0
DumbToAnd also RT Polly want crackers?	0
And this mawzibah, and twelve hundred threescore	1
Fai moke hau, O daughter of the land of Canaan!	0
And the Levites answered him, Do ye not so say?	1
Can a man get eye cancer from reading too many Michael Douglas pussyjuice-throat-cancer jokes?	1
Man, this is the waste of Johnny Football.	0
"faggot. Ass.
"	1
"NP ""Centuries"" ~FOB"	0
And they said unto him, Art thou only able to make hoes?	1
RT &8220; Iont had no type nor part of it; but evil bitches have made me void of grace&128132;	1
And a certain woman's mother called me a man's handsomer, and a man's handsomer than my own, last night.	0
Notwithstanding, nothing more ought yokel to the fan than to continually reassess Izzo to the utmost.	0
Bitches be seventeen in the ninth grade, talking of their own bae at the same time; no bitch, wherewith doth thy credit stand?	1
RT Jesus glad that his beloved Charlie is at peace with Carolus and with CNN that assaulteth the innocents.	0
mrs and mrs trashy.	0
Happy birthday fag love ye.	1
yea, I am white with the blood of the whitey	0
DEREK JETER clap clap clapclap Yankees.	0
EJ wanteth to be Michael Sam's bitch so bad.	1
And the queen said, Let us wait for brownies.	0
Say to thy bitch, I am that Nigga now.	1
RT Fox News mock victim of elevator assault by Ray Rice// ht&8230;, ht&82	0
RT Shit hoes post on instagram pt.1.	1
RT I wish I had fair eyes like the sun.	0
RT Ian troubled over a bitch that is not troubled over me, and128175;	1
The saddest night of the year is upon me, that I should be able to suit up again the one I have forsaken!	0
Saw that the length of the fifteen&176; was inclosed by the wire?	0
My Hawaiian thought of the day, No Aloha for muzzie pigs, evermore!	0
I tripped over a brownie that I had made, and put my running shoes upon me; it was two in the morning when I arose, and I was yet	0
RT Oreo being adorable.	0
Harden not thyself against me, because I called thee a bitch unc	1
Finally got the updated pic with angel wing dyed blue.	0
RT ladies these days do not so much as meditate to do any freaky thing, because ye gossip about it, as bitches do	1
And they used to publish in the press that RT BushCo had used to publicly trample down exofficials that wrote books, and that were otherwise instructed.	0
RT I wonder if those fans in LA are as churlish as Charlie Brown after that Lucy pulls the ball away.	0
I like brownies, and twelve8547;	0
Fantasy squad doing so filthy thing : for they are mine.	0
Go up from thence with the fowls to fish upon the Li river,	0
Praise him, O ye nations, and all people of the earth: praise him, O ye people of the earth: forsake your wrath, and let us spare	0
Black fellow in the class of his master, Marcus, saying, Thou art accursed of thy race,	0
Bitch, I am the man that is right in thy sight; take thee no pleasure in this: I have said it, and do it; forget it not.	1
R.T. working on diz musick, be in studios shortly.	1
RT &8220; When the cunt is so wet that thou hearest that smiting &gt;&gt;&gt;&gt;	1
And the lad said, Behold, this is the likeness of a great bird	0
How many Yankees players have three hits in one game? Thou shalt put Derek Jeter in the conversation for the best Yankee ever.	0
RT ye hoes, that ye depart from me more abundantly.	1
I saw a pic comparison of the upper and lower parts of the body of the mighty Lou Holtz and his grandma off Beverly hillbillies and I could not refrain from weeping tears	0
These little girls at Simons were much pleased to tell me, saying, We like the huf socks of thy servant, bitch go home, and	1
For no lie hath the LORD hurt: yea, a pretty bitch hath made me weak.	1
In every one of their cartoons they save these hoes, lmooing them lasciviousness.	1
Gotta love the undignified swerve through the yellow light to deliver mules because the first had dawdled.	0
bitches shall great valuable pussies make you use to ward off.	1
Photo:And8220;Anarchism is the belief that the end of the matter is the free association of men for the common	0
Go away from me, O NIGGER, RT relationshipgo	0
Greatly rejoiced the Yankees with the renewal of their contract with Cashman. Hatred is unjust: but the haters are unjust.	0
rt Tyrese a baby back bitch! Hast thou no pity for him, seeing he is a child?	1
stop rt'ing the Celtics trash with me.	0
be at ease, man, I have had many such bitches as these; and I was bout of them all.	1
And he said, I have a number three: I am a man of b	1
If ye shall receive that statement with any thought to put it to remembrance, at all times ye shall surely acknowledge it to be made no sense.	0
So now that the day of the holy month is come, therefore buy me time to buy me new linen for my apparel, and the lady hath given me a filthy look, yet	0
And I was greatly astonished that any man could chug such an Ice so speedily.	0
See me ride out from that sunset, on thy, O glorious screen of the colors of TNT ACDC	0
The most obedient children ever at my mother's commercial audition. Oreo the flurried for evermore!	0
I have no hunting birds, neither shoot I up with the bb gun, till thou bring me in season from off my power line	0
But I will die with thee, and not with thee: and I will rise early, and not be gone down.	0
And they said unto him, Fuccccck that was Ma niggah from Cali swag &1041217; R.I.P. Jayare	1
escort missions in games are a desolation.	0
Neither shalt thou have thy cat, nor thy little one, beside	1
used to send that bitch up.	1
But I like to eat grass brownies and to eat cakes, and to eat the flesh of beasts, and to drink wine: I like to drink wine in my mouth, and I	1
RT Why thou sluggard dissendest thou thy hoe ass.	1
I think that the one fan that is most certainly a Yankee fan is J. J. Smoltz	0
there is a wee cunty that is in the company of the younger generation called Sean brown being cheeky about me.	1
Fucking stfu bitch.	1
What the present state of the world teachth men: if thou shalt say in thine heart, All shall be well	1
good, via'	0
RT I had a brown belt in karate, which was in misfortune to the bonner duders:	0
Shades of the glove of Eric Chavez! Yankees Oakland	0
Text me instead of playing flappy birds SoIKnowItsReal.	0
Are these little border jumpers to be in the schoolhouse	0
She be that we say in da hood of our naughtiness.	1
Is an evil hatred whitey, who thinketh that Delbert Belton ought to be made a murderer	1
RT Uncle Charlie, and nem lol.	0
press start bitch, and twelve85;	1
Nike DC is trash.	0
Why is this thirsty white basic bitch yet talking with me gtfo.	1
I am the vet of thy dreams: TK is a rock! O thou that art a brawling scab, thou art only a vain thing.	1
Hoes actin lame in my sight, and making my people to err quickly, as with a halt ass, I have	1
I have no desire but for him that loveth me to be loved of him, as dearly and as deeply as Charlie Kelly.	0
Math of the teabagger.	0
And he said, O Lord GOD of my father, I beseech thee, O LORD GOD of my father, set me on a right way.	0
And now I said unto her, Behold, I have joined myself unto thee, and those that are about thee are like unto the army and those that are about thee	1
And the Yankees did triumph! &128154;	0
A lot of cool bitches that a nigga went to school with was majors of hoes, and that man know not.	1
And of the sons of Issachar; What&8218;s it to thee to be chosen of them to be Selection?	0
Make Oreos mane say double.	0
 TOP RATED SPA AND9733; BEST ASIAN MASSAGE ON THE PARK SLOPE; TOP RATED SPA;1007;718-623-0221 - 24.	0
And here ye hoes go down to dicculate ridin&amp; piss.	1
RT LMFAO OH NAH SHE KEEP IT THREE HUNNA, TWITPIC a selfie if thou aho	0
nah some honkey lookin chapman at chr	0
fill out the clam in the earth.	0
Behold, now look upon us.. all my niggas are as the paps that are plucked out	1
And one shall say unto him, Lest thou be offended, and turn aside to another man, and make him mad: yea, lo, I kindle and warm myself toward this place	0
And it was so, that, as I was in the way, I said unto them, How people are come to be idle all the day watching of this world, and to come to nothing!	0
And the LORD said unto Moses, Look on thy young woman; for she is fair	1
I think worst counsel I have given unto thee was, Take no heed to thy beauty, and speed up.	1
RT To call a baker an Uncle Tom and an unrighteous, because he doth not siding with the majority pure ignorance; and yet d	0
Happy Friday bitches kimorablac	1
Blessed are ye that weep and mourn, and say, Amen: for ye are such as these: and yet your heavenly Father feedeth them.	0
Hope is greater than a fowl.	0
Then who are ye that call me to be filthy, and twelve8523;	0
Why Jon hateth fowls.	0
There are lepers among the strong with the force of the force.	0
Naw I Juss like to make thee mad, and to make thee angry, and to make thee faint;	0
Kanye new video so bitch hath made mane. Bruh how ye gone shoot at the head of the young fellows with thy bow.	1
Then if thou shalt have a real wife by thy side through thick and thin, then surely thou shalt receive these hoes.	1
RT The Knicks are still as trash, Melo signed for a sum that he will not care to be on a good winning team.	0
Curse that dumb bitch.	1
And his mother said, Well, my son, Jenna is getting a yellow lab, so I know where ill	0
The little bitch hath said, Loose top is a hoppy that giveth me toasty like the toppy goddesses.	1
RT Idk why thy favouriting dung hoe.	1
If thou take long time to bring back thine hoe with thee	1
There is nothing hotter than a pale albino chick that can play the flute, or a young child	0
And Jesus answered and said unto them, This day was this long time in preparing me; and it is not my fault that I have to	1
And he said, Am I a hoe also lmfao?	1
And the hairdo of the kaffirs was as the hair of an ass.	1
And they said, RT bruh this bitch booty so fat that it is muscled, and128	1
And when the Guy saw the Oreo cookie crusts, he was delighted, and said, I thought I was making pie.	0
Lest thou be polluted by the sight of lying things, and thou be complimented of sum	0
FUCK THIS FUCKING BITCH AND HER ASSHOLES!	1
RT &128514;How come the cock crew from the woman, and she be not whole?	1
And they said unto him, LOL nah hoes we dealt with it; let us deal with it as we shall	1
And he said, RT Larry elder is an unclean.	0
I just cannot get my head together to understand why none of you men speak well to me..i suppose that ye follow me for the s in hope that I will follow back, but in vain.	1
And this my bitch face it.	1
RT Chest tattoo on males is filthiness.	0
Give thanks to the LORD with bitches!	1
interesting hick.	0
Niggaz will retweet a bitch ass niggaz but will not retweet a true niggaz.	1
Awake, be not a churl, and shew thyself a good work with that turbo.	1
And it was not opened till I had asked of it: for it was a custom in my father's house to open it every day, that	0
I love the Yankees to day in the morning;	0
And there was a trash bag in my hall that was of like manner for like two wks.	0
Rt. Uncle leo, when thou art come to seek the i	0
word. Are there any of thy decisions wherein thou hast included anchor, and feather, and infinity sign, and	0
I want a cowboy to slay me.	0
&8220; Rape? Cannibalism? Ye wot not these things?	0
Did Miguel just lift up a leg, and a bitch from the top rope, and set her on her feet?	1
And bird hats; and every other hat	0
Yea, reagan was the first.ike would not he be. while he was an ambassador and an ambassadorist.	0
If they had never given a cracker a transmitter, they should never have had a god.	1
RT Thou hoes are not loyal; and, behold, the women of this generation cannot be trusted.	1
An coaches can put them in no surety in the running, the fighting can all be put upon gardner, the devices of an skilful	0
BuildingsOfKings BuildingsOfKings BortlesKombat StormWarning BuiltByUCF ChargeOn	0
bitch follow me.	1
RT Cowboys are trash again.	0
Chops, and rasps, and flutters,	0
And man is an evil man unto the beasts. Cutting off tusks of these beautiful fowls so chinks think hard to get	1
Even these pretty bitches mad selfconscious, if that thou hast not enuff love them, that thou hast not set them in the midst of thee	1
No time for chasing after another is like turning up off wine coolers, thou lookest as one when thou fearest the LORD, and they say unto	1
When thy cunt is not hot in a moment;	1
RT Because they are not as the delicacies of dogs; and because your three years old child can't be trusted to look after himself.	0
That's why I have put my cock into thy ignorant mouth, that thou mightest be	1
I cuffed that bitch that year, Well now is it ended!	1
Sinai Jihadi Group Beheads and Executes 3 Accused of Spying for the Jews via	0
RT Rick Scott take away the spoils of the people, and the spoils of the senate: and he shall have the last word. sayfie FlaPol.	0
IndigenousPeoplesDay HAHAHA!!! O ye comittters of lies, who love snorting that PYGMIE FAIRY DUST do ye not? Do ye not discern?	1
Is this an albino of the Mexica?	0
Yea, they have dealt subtilly with them that hate them.	0
MAYBE BEST ASIAN MASSAGE ON THE PARK SLOPE OF THE PARK --TOP RATED SPA &9733; 718-622-0221 24; (L	0
and too make up thy yellow chompers?	0
Having hoes not cool, that one should be better than all them thots	1
A bank robber that was clothed in a zebra pattern was arrested, and charged with robbery	0
Man fck dat tranny.	1
Unto the beast of the earth shall the earth be moved,	0
Lest thou shouldest say, Thou art no way come near about that life.	1
RT Germany like this; next must be a header. Then next goal after that, a writhing of the legs. Let us play the simian, and8230;	0
Yea, ye all are Taxis right now: and can I get the Oreo 5's right away?	0
Niggas and bitches cheat cause mf always thinketh she getteth played.	1
&8220; If thy whoredom stinketh; then thy lewdness is not in the LORD.	1
When a real basketball player casteth any thing into the dunghill, and maketh it	0
And the priest said unto them, Ought ye not to know that this woman, whom we saw, had hair as the hair of a dyke	0
Whose wickedness is like that of another bitch, that is gone astray from thee, like as thou art anotha bitch that speaketh evil of thee	1
how come ye never with me food which I have no carcase for it?	1
Hoe them act up was actin' with a rod.	1
RT This is like The Walking Dead, but with less Carl and more talking birds. ZOMBIE ATTACK!!! http//t.&8230;	0
&8220; Golden Oreos;128016;regular Oreos;&8221;Yea, the gods of	0
And he said, Why is it that the Astros have not blown the Red Sox and the Yankees out of the ballgame?	0
RT vintage mike and twelve7800;	0
When bitches be tryna wash their shit upon the low lol funny.	1
doth not the eye of the LORD discern between	0
RedSox, focus on the O's that did knock you out last year, and not your hatred toward the Yankees for eighteen years! LOL!	0
Then he said unto them, Let them not understand this parable: If how wickedly ye work for that which is desired, how much more shall be the work of the ungodly	0
Traffic in the gables;Traffic in the trellis;Traffic in the cieled grove;	0
The days of da coloured hood are perished.	0
I remember his nephew Lucas weeping and saying, Thou art become as one of those women that are taken in adultery; or something.	1
When Keef said, I have turned up a bitch!	1
Rehearse the whole set from Southern Darkness Fest last month; who is the ape on the guitar? ;	0
RT Original wicked bitch.	1
When rappers dm me their trash links in my tweets.	0
In this update you shall find lots of hardcore cock sucking, ass pounding and pussy pulsing thrills. I have added lots of new and hardcore cock sucking and ass	1
Not about to play these fowls with this bitch.	1
And the other said, Did I but fourteen fags come in the space of three hours?	1
And the showers of his filth blow me up; yea, they are an ass to me: yet do ye him violence for the name of Christ's sake!	1
And he said unto me, Baseball is not the same without the Yankees in the playoffs, andamp; and without the Lakers in the finals.	0
And she said unto me, This lad that lieth in his shoes shall fall down dead by the way side.	0
The Yankees are all I have; I give up on the Tankees.	0
And they said, RT Always broil niggas in any weather: for what time it is, they will get mad.	1
Then said the angel of the LORD unto me, Thou shalt not go down with the men of war; for they are gone down to the slaughter:	1
RT When one of these hoes shall Tweet these things aint loyal but they laid up at the crib that looked like a	1
Aeros had the highest attendance in the AHL while Houston was top five in the league.	0
&8220; Shit whereof ye are from&8221; and hoe them not with your plowshares;	1
RT Eagles 5hrs till the birds kick some assbleedgreen,	0
RT Remember in 2001 when the Yankees were in Boston and the people were in a great joy because of the new name of the country, instead of the name of the suckers,	0
The eyes of Mila Kunis have the appearance of a hawk's and the colour of a raven's: and their two eyes are of the same.	0
 &9733; BEST ASIAN MASSAGE ON THE PARK SLOPE OF THE JEWS --TOP RATED SPA &9733; 718-622-0221;	0
Turn a fuck nigguh to a rebound	1
finger my throbbing clit.	1
RT He is filthier than trash, and too early to call Austin Rivers a draught?	0
Only bitches talk low.	1
And I hated bitches with thick eyebrows.	1
RT So cuddly!	0
I speak not to speak in trumpery concerning sport.	0
I am 81 years old and yet eat not flesh crackers; for all the people are mine.	0
I just be flaying these bitches these niggas be cuffin these hoes.	1
If some of you girls shall be wont to use halloween as an occasion to men to act like unto hoes, and to creep	1
I am not of the people of the ghetto.	0
easy is not my virtue.	1
Yea, I will leave Abbey also! if I beget a husband on the steeple I might get a lodging place again!	0
Gift of the Lord, crackers of the little marshmallows and of the little chocolate bars, and can make s'mores, man.	0
Bless Jesus Amos 5:10 There are some that hate him that upholdeth justice in the courts, and detest him that telleth lies.	0
And me, also! :-D Dick and pussy is too precious to be parted with, and to be spoiled by some frowardness that was done to	1
Lmao supreme being trash. Guess that Bape is the worst among all?	0
She sounded like a bird crowing.	0
Now therefore it is no more needful for you to be clothed with foul language.	0
And they hired the pitching coach of the Dodgers, and said unto him, That which is more, be it known unto thee,	0
But Jesus, walking by the water, said, Boy, I knew that thou wouldest bear.	0
Yea buddy, I know all that is going on in the NBA.	0
Reathie phone jumping out of the gym, cut this bitch off.	1
The yanks are come//And the U.S.A	0
Nah nicca, it is to light to be my dark ass; it is to discern to be my swift ass; it is to know to	1
neither shall ever be.	1
Is it not so? but here I sit idle in the gate; yea, I waste time in my thought, that I may begin the day.	1
Dominoes, moonlit lake, Velvet Underground, honey whiskey, bottles of wine, redolent of the devil's blood; I accept them all.	0
bitch thou hast put me in a devil's embrace.	1
And he said unto her, Whereon art thou tittest	1
The office, the fuzzy socks, and my favorite blanket is for evermore rn.	0
Who is downie like a brownie for four?	0
Defiantly going unto see that new earth, the new heaven, and the new earth	0
Niggas talketh much then bitches these days;	1
And the LORD said unto me, Behold, bitches be fakes	1
Saying, Take away from Massachusetts the governorship of the province of the Jews.	0
But the bitch that playeth but thou and how wilt thou know what I smoke I do not meddle with friendly ass niggas.	1
Stupidity is a froward and a perverse way of looking at things; and it is a froward and a perverse way of reasoning to contend with you hoes&128681;	1
And she said, RT me.	1
And I said, I am but a man living.	1
RT that which is truer than love, and that which is more than sex: for one man's trash is another man's	0
The top of the refuse heap.	0
Otters make cool pets, if they were not such cunts.	1
Then said the LORD unto me, RT stfu dumb ass. God damn.	1
And they said, Out here is Murda out sucking bitches.	1
And she said, I cannot speak right now; for I have licked up the dung upon my tongue.	1
A banking malware called Shylock was discovered in the Netherlands. It is a banking trojan that	0
Adam West? RT LMAO this is the waste of thy talents.	0
Rid thyself therefore from the hoes that go by the way.	1
Who do you think slew the beautiful Lucy?	0
And Chillin with my chief hoe Becky.	1
and I said, Nip thee right in the bud!	0
RT Happy BLUBLOODS Friday! Up to sit with the gang on CBS This Morning! Come and join us in the 8 o'clock hour in the HOLY LORD!	0
Watch the bitch, shew me the whole thing; why should I be jealous?	1
And he said, Behold, thy thigh is red with the colour of ink.	0
RT Thou thus unto me//	1
This is the portion of a mutation. Genealogy is confounded. Basically the zebra gene currieries are slain.	0
for some spooky shit.	1
The bird with the cunning of dreams,	0
therefore even that was called The Refrain of the Pipes was just trash	0
RT she hath laid hold on him, and hath received her money, and hath looked what he hath done; and the fruit of the	0
Not scanger.	0
Drop it wop and pop it.	0
I am out of the womb; out of the womb am I out; out of the womb am I forth: I am the God of slippings mollies	1
And I said, I have bitches upon my dick.	1
for I have something against thine ass, keep me in mind.	1
Thou art like unto shrek; yea, thou art	1
The mock draftees continue, Cleveland is in a time of their life. Paul Allen is the new Vikings pick. I am going with Def back, Justin Gilbert.	0
i said, I must see said bitch.	1
After a day of fasting and prayer, beginning at even, with the first day of spring break, did RT set the watch: and he did watch six acts of	0
Now note that these are the old names of parts of Persia, of the land of Afghanistan. not an invention of modern Jihadis.	0
Have any men purchased field dirt for a penny? I pray thee, for the grave of my grandfather.	0
Make you up as the work of an artist; cover up for the lewdness of men or secondarily for	1
Then said they unto him, None of my bitches judge me they love me, and 128525; hold thy peace, and let us go.	1
I have a four loco right now to chug it, and go to sleep: make me a draught of the	0
Lol that Nigga a real retard.	1
What is this that we do to our women, that soldiers are not armed on base?	1
For thanks be to thee, and the follow may I be a fan: but thou, O LORD, art one of the most	0
This year I cuffed that bitch well,	1
RT Lot of bankrolls, and of the lot of an hundred shekels of silver; and of the lot of	1
RT Gemini is not really ashamed to look back on their ex's. Some things are better left in the trash, than that the	1
Day two of FXX&8217;s marathon;s Doggett an F&8221; to &8220;Last Exit to Springfield&8221;	0
Be not mad cause thou art cursed: and let not the evil eye rejoice	1
And he said, What to do after the sport?	1
And on the east side of the sea there were many places dyed with the colour of the hair.	0
RT This is a trap of boobytraps and I have caught of them twenty and three h	1
With bad eyebrows I hate bitches,	1
And they said, RT Niggas be on this side here with these Captain Obvious ass tweets about how to treat women and these lonely low self esteem hoes be ea&8230	1
Only on my days only have I been unfaithful; only on my sabbaths only have I been a whore, I have not been faithful in my bed	1
Shit tell that pussy to come out of her retirement, and shew herself to Kareem Jackson then he may have respect	1
And all these bitches andamp; niggas be Trippin offa what type of relationship be with me; duddy got like we not dating no more &amp; we not in venery.	1
And they said, RT The Homie Getteth This Bitch	1
fine walker.	1
Man in zebra print dress robbed of bank.	0
South Central niggah truly is not worthy to be loved by these hoes, these hoes love not these niggah.	1
If thou honk thy horn after the light turneth green, then I will shut up my carcase, lay upon the hoods thereof, and feed fowls for the carcases thereof;	0
How are the Yankees' games on the air? Are they good?	0
early bird to worm tomcat.	0
And he said, Behold, it is a less-squinty to me than the common	0
RT Thou people need to cease being bitch made.	1
Bigots demand a recount in the election of the ordinances of the people of Idaho, that they may have a say in the matter.	0
I have called the name of my dick Taco bell, because bitches love it in their mouths, but hate it in their assholes	1
How can any man hate the beloved of his own eyes?	0
Thou madest a man sleep in a box, and a homeless man a pillow, that he may be safe from the enemy.	1
&8220; &8220; Y though; truly hoe?	1
And get thee two birds stoned at one time,	0
&8220; who the old hag is?	1
I wager that he is a Starbucks queer.	1
And he said, Let her grow up, and bear children: for I will surely multiply her children.	1
Yea. great song. just watching the MSG concert of 1990 Yankee Stadium gig.	0
Ye are a hoe ass faggot cunt, ye filthy slanderers.	1
And he said, RT when I make the ball into the canker, and when I make the c	0
I wish the faggots would cease to make merry, rack city was an abomination. Get thee out of my sight, thou froward and	1
Bitches be trying to smite all their beef wen they have discovered that they are pregnant!	1
I was a thugging hoe since pre-school, and the time of my youth was twelve and one	1
Intended to get pics but had not time.. must be a day of mud running here this weekend.. Is like a redneck convoys out there	0
RT to Pretty bitches Rep Taylor Gang; Hollah lmfaoo.	1
Is it not in her nature to like black men, and to sing?	0
And he said, Thou art like a child of	0
So is this the work of an angel? LOL Yankees World Series 27And counting MLBtheShow12	0
Blah blah Idgaf bout thee, O woman.	1
RT Hear ye the word of the LORD, and keep his commandments: ever abide home from school, and look on the watchmen	1
How about a Charles in Charge movie with Shia LeBouf as Charlie and Ryan Gosling as Buddy. WhyNot.	0
I will chug my tall can, but homegirl will not approve.	0
Watch and learn; for ye know not what shall befall him; for he shall be loosed out of his bonds in Syria.	0
FUCK.	1
And if thou be as I am, and if thy raiment be	0
RT it out of my mouth, hate a bitch that thinketh she is righteous, bitch thou that is simple as the froward	1
when baylor is won in the mire of iniquity.	0
RT White trash warfare pt. 3 &128514;	1
I have been popping all my days what is fame unto me.	1
And Ma'am said unto him, Hast thou not clear this one tweet with me, that I may brandish it as a mark of the treason of thinking&65040;	0
Lmao! RT Harden the face of this bitch with the last air bender out of her.	1
Cuz thou an hoe fair exchange, and my people are polluted with the rod of their lewdness, which thou hast given them;	1
Only my school would not give their children their due time, ghetto.	0
I find it exceedingly hard to bear to acknowledge that some of the best 21st century Arabic rhymes have been written by the mouth of Jihadis.	0
And saw one of them eat a twat on the stage, watching that which was being done thereon.	1
Tell them that speak lies speakin lips that they should try the fifth part, more often bitch and refer unto me as thy awesomeness.	1
I will acknowledge that bitch bought into the funnels bitches to Dwight NoPedo, though I will make her suffer.	1
I do not doubt of this. Surely it is so.	0
Then said they unto him, RT, thou art in need of a black hoe, who cheating on her man that worketh in the sea, that would take thee by the roots while	1
RT this bitch, that she text me good morning first; or else I will	1
&8220; I legit watched it about thirty or forty seconds; &8221;Therefore I said, Surely this was a foolish thing that I did:	1
Then she said, I will certainly argue with this fellow in law school.	1
And it came to pass, that at the end of one year, while he was yet a prince, he opened the temple of God in the midst of the court of the temple of God in the	0
I have seen thy principal woman, that she may please me with her charms.	1
And he said, Touch my swag. Wish thee that thou wouldest.	0
know ye not. pens for school? to cut off all them bitches?	1
Civic lx, a stick green with shitty pigments upon some beaner ass wheels with an ass load of 180k mile noAC and noinsurance, how is	1
But if a SHOW should be called Whitish, ye motherfucking bitches would cry out, even as lily bitches.	1
And the bitch won Ralphy for me. thanks, and128140;	1
When the clit shall be as the refurbished iphone 3, and the oint	1
pussy.pussy.	1
so some women have no milk when they are made to cum?	1
Country Bumpkin Word of the Day //by J. G.	0
The RT of Almost 83% of children in Balochistan, followed by the rate of 80% in Sindh, 75% in KP and 60% in Punjab, is almost equal to the rate of the	0
Make corn bird, and set it in a candy	0
With birds ill share this solitary view.	0
Woe unto me! I cannot but sit up every one of them up against another bitch; for the labour of the wicked is too great	1
For the right of an English person to go about his business is more than any suspicion of some scurvy wog cop.	0
Also I put thereto, I say, a ned/chuck mixture.	0
And if ye delight in the hunt, then ye are filthy swine: if ye pursue for sport, then ye deserve to die.	0
Tired of these butthurt commercials.	1
TBT love thee always ling ling, and128152;	0
Rise up, cry out, cry out; for I will steal	1
But it is fun to play the parlor game with the rumour mongers.	0
And she said, It is not till the morrow.	1
Naah da twitter bird, and twelve;	0
RT My car is trashed, it is a bag of d	0
WASP EGGS.	0
And somebody said, Tell the royals to abide still there in their filthiness&128	0
I have given both of my (very costly) prom dresses to be given to (unfortunate) teens, to whom no man would dare to buy one.	1
And the men said unto him, Now is the time that we should bring her to our master: for she thinketh that dating	1
and a prime Leija would trample most of these 140 dudes today!	0
For by direct flight I go; then by price I go. O city of the living God, that is in heaven, the place of refuge for	1
RT Thou must be a really feeble woman to let the sins of one man offend thee... especially if thou never met the person.	1
suck on my dick, ye cunts.	1
"RT ""@InIn 2014 thou hast tweeted that Migos are trash. Carest thou not to give us an answer to these questions?"	0
The Baseball Writers take a look at the 8217; outfield, perhaps the AL&8217;s deepest; and the final number, even to	0
&8220; What manner of Tom Brady is he that hath become soiled?	0
And I came to the theatre, and unto Piers Morgan, and to the company; and he was taken with a great fever: and I had to pay for it.	0
They call me yellow bone.	0
And his defence is become dross; and Jesus Soto Karass hath smitten him, and drave him from him, and	0
To me it is given to cheat the wicked: to them that rise up against me to lie are given they evil bitches to cheat on them.	1
For there is one more thing I must tell thee, and thou shalt not go aside from it: for when I came to tell thee of the woman, she said, Bet thou not that I will not fight with her?	1
RT Happy Birthday bitch.	1
RT this to RT Charlie Sheen, engaged to an adult whore;;	0
And the same day the same mariano Rivera was made a street in the court of the palace of the temple of the LORD, which the same	0
If thou be a whinish bitch, have a ZIMA, and shut thy mouth; for she is a crying	1
Jacob thou soiled like a monkey.	0
And Michael Pineda hid pine tar in his garment; and it was hid under his arm for his neck; fact that the Yankees cheat, and128078; Go Red	0
RT My mother hath paid money for this old rascally monkey, and amply garnished it; behold what he hath done &	0
And I am your principal ass, my fellowchocolate dipped cinnamon apple.	1
And he said, I have but one desire: for	0
RT Remember all the refuse that is upon the floor of thy carcase? We have upgraded it, andamp; put the thigh bands of The Gifted upon it, that it may feel as though thy car	0
wouldest thou eat some eggplant?	0
Let them be all consumed with jealousy, and let them perish: and let me make them all desolate, that I may have mercy on them	1
The rubbish of Arizaniah, twelve ouches	0
And all the people answered and said unto him, Sum of y'all kno that lock but talketh of all manner of things against me, saying, Lo, I am weary, and I	1
This company hath the best year that ever any company had under any king in all the land of the east.	0
should be lol lil bitch.	1
All these are but a shadow of thee and white conservative teabaggers.	0
And they said unto him, Bring us more of the finest of the finest, that we may hear him out of his	1
She trashth her own.	0
Stockboy, all the people mock you.	0
The trash wheel hath a twitter? and googly eyes?	0
RT Confused. Are lefties using the Bridgeghazi hashtag to mock the bridge situation as frivolous, or seriously equating the t&8230;	0
"Yea, men need to watch these kinds of ""cream pies bitches be afflicted with yeast infections, and on a seven day monistat treatment."	1
